HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:39988	RBMS3-AS2	RBMS3 antisense RNA 2	Approved			3p24.1			100873978
HGNC:39989	RBMS3-AS3	RBMS3 antisense RNA 3	Approved			3p24.1			100873979
HGNC:9910	RBMX	RNA binding motif protein, X-linked	Approved		RNMX, hnRNP-G, HNRNPG	Xq26.3		NM_002139	27316
HGNC:24282	RBMX2	RNA binding motif protein, X-linked 2	Approved		CGI-79, Snu17	Xq26.1	AF078865	NM_016024	51634
HGNC:39923	RBMX2P1	RNA binding motif protein, X-linked 2 pseudogene 1	Approved			21q11.2			100128341
HGNC:39924	RBMX2P2	RNA binding motif protein, X-linked 2 pseudogene 2	Approved			Xq27.2			100132808
HGNC:39925	RBMX2P3	RNA binding motif protein, X-linked 2 pseudogene 3	Approved			1p12			100421047
HGNC:39926	RBMX2P4	RNA binding motif protein, X-linked 2 pseudogene 4	Approved			7p21.3			100862677
HGNC:39927	RBMX2P5	RNA binding motif protein, X-linked 2 pseudogene 5	Approved			5q14.1			391804
HGNC:25073	RBMXL1	RNA binding motif protein, X-linked like 1	Approved		KAT3	1p22.2	BC012942	NM_019610	494115
HGNC:17886	RBMXL2	RNA binding motif protein, X-linked like 2	Approved		HNRNPG-T, HNRPGT	11p15	AF069682	NM_014469	27288
HGNC:26859	RBMXL3	RNA binding motif protein, X-linked like 3	Approved	CXorf55	FLJ40249	Xq23	AK097568	NM_001145346	139804
HGNC:9911	RBMXP1	RNA binding motif protein, X-linked pseudogene 1	Approved	HNRPG	HNRNP-G	6p12.3	NG_001022		3186
HGNC:23284	RBMXP2	RNA binding motif protein, X-linked pseudogene 2	Approved			9p21.1		NG_004760	441391
HGNC:33949	RBMXP3	RNA binding motif protein, X-linked pseudogene 3	Approved			11q14.1		NR_002197	143543
HGNC:34028	RBMXP4	RNA binding motif protein, X-linked pseudogene 4	Approved			4q25		XR_037807	100132580
HGNC:9912	RBMY1A1	RNA binding motif protein, Y-linked, family 1, member A1	Approved	RBM1, RBM2	YRRM1, YRRM2	Yq11.223		NM_005058	5940
HGNC:18849	RBMY1A3P	RNA binding motif protein, Y-linked, family 1, member A3 pseudogene	Approved			Yp11.2			286557
HGNC:23914	RBMY1B	RNA binding motif protein, Y-linked, family 1, member B	Approved			Yq11.223		NM_001006121	378948
HGNC:9914	RBMY1C	RNA binding motif protein, Y-linked, family 1, member C	Approved			Yq11.23			5942
HGNC:23915	RBMY1D	RNA binding motif protein, Y-linked, family 1, member D	Approved			Yq11.223		NM_001006120	378949
HGNC:23916	RBMY1E	RNA binding motif protein, Y-linked, family 1, member E	Approved			Yq11.223		NM_001006118	378950
HGNC:23974	RBMY1F	RNA binding motif protein, Y-linked, family 1, member F	Approved		MGC33094	Yq11.223	BC030018	NM_152585	159163
HGNC:9915	RBMY1GP	RNA binding motif protein, Y-linked, family 1, member G, pseudogene	Approved	RBMY1G		Yp11.2			100287769
HGNC:9916	RBMY1HP	RNA binding motif protein, Y-linked, family 1, member H, pseudogene	Approved	RBMY1H		Yq11.223		NM_005404	5944
HGNC:23917	RBMY1J	RNA binding motif protein, Y-linked, family 1, member J	Approved			Yq11.223		NM_001006117	378951
HGNC:38750	RBMY1KP	RNA binding motif protein, Y-linked, family 1, member K, pseudogene	Approved		RBMY1K	Yq11.223			100874497
HGNC:9917	RBMY2AP	RNA binding motif protein, Y-linked, family 2, member A pseudogene	Approved	RBMY2A		Yq11.223		NG_003064	5945
HGNC:9918	RBMY2BP	RNA binding motif protein, Y-linked, family 2, member B pseudogene	Approved	RBMY2B		Yq11.223		NM_005405	375850
HGNC:23260	RBMY2CP	RNA binding motif protein, Y-linked, family 2, member C pseudogene	Approved			Yq11.223		NG_003042	140123
HGNC:23259	RBMY2DP	RNA binding motif protein, Y-linked, family 2, member D pseudogene	Approved			Yq11.23		NG_003043	347598
HGNC:23890	RBMY2EP	RNA binding motif protein, Y-linked, family 2, member E pseudogene	Approved			Yq11.223	U94388	NR_001574	159125
HGNC:23891	RBMY2FP	RNA binding motif protein, Y-linked, family 2, member F pseudogene	Approved		MGC26641	Yq11.223	U94387		159162
HGNC:23892	RBMY2GP	RNA binding motif protein, Y-linked, family 2, member G pseudogene	Approved			Yp11.2		NG_003081	378952
HGNC:23893	RBMY2HP	RNA binding motif protein, Y-linked, family 2, member H pseudogene	Approved			Yp11.2		NG_003082	378953
HGNC:23918	RBMY2JP	RNA binding motif protein, Y-linked, family 2, member J pseudogene	Approved			Yp11.2		NG_003083	378955
HGNC:23888	RBMY2KP	RNA binding motif protein, Y-linked, family 2, member K pseudogene	Approved			Yp11.2		NG_003074	140100
HGNC:23889	RBMY2MP	RNA binding motif protein, Y-linked, family 2, member M pseudogene	Approved			Yp11.2		NG_003075	140101
HGNC:23919	RBMY2NP	RNA binding motif protein, Y-linked, family 2, member N pseudogene	Approved			Yp11.2		NG_003084	378956
HGNC:23894	RBMY2OP	RNA binding motif protein, Y-linked, family 2, member O pseudogene	Approved			Yp11.2		NG_003085	379005
HGNC:23895	RBMY2QP	RNA binding motif protein, Y-linked, family 2, member Q pseudogene	Approved			Yp11.2		NG_003086	379006
HGNC:23896	RBMY2SP	RNA binding motif protein, Y-linked, family 2, member S pseudogene	Approved			Yq11.223		NG_003087	379007
HGNC:23897	RBMY2TP	RNA binding motif protein, Y-linked, family 2, member T pseudogene	Approved			Yq11.223		NG_003088	379008
HGNC:23898	RBMY2UP	RNA binding motif protein, Y-linked, family 2, member U pseudogene	Approved			Yq11.223		NG_003089	379009
HGNC:23899	RBMY2VP	RNA binding motif protein, Y-linked, family 2, member V pseudogene	Approved			Yq11.223		NG_003090	379010
HGNC:23900	RBMY2WP	RNA binding motif protein, Y-linked, family 2, member W pseudogene	Approved			Yq11.223		NG_003091	379011
HGNC:23901	RBMY2XP	RNA binding motif protein, Y-linked, family 2, member X pseudogene	Approved			Yq11.23		NG_003092	379012
HGNC:23902	RBMY2YP	RNA binding motif protein, Y-linked, family 2, member Y pseudogene	Approved			Yq11.23		NG_003070	379024
HGNC:23286	RBMY3AP	RNA binding motif protein, Y-linked, family 3, member A pseudogene	Approved		SPATA14, RBMY4P, RBMY3P	Yp11.2	U94386	NR_001573	64593
HGNC:9919	RBP1	retinol binding protein 1	Approved		CRABP-I, CRBP1, CRBP, RBPC, CRBPI	3q23		NM_002899	5947
HGNC:9920	RBP2	retinol binding protein 2	Approved		CRBP2, RBPC2, CRBPII, CRABP-II	3q23	U13831	NM_004164	5948
HGNC:9921	RBP3	retinol binding protein 3	Approved		D10S64, D10S65, D10S66, RP66	10q11.22	M22453	NM_002900	5949
HGNC:9922	RBP4	retinol binding protein 4	Approved			10q23.33	BC020633	NM_006744	5950
HGNC:15847	RBP5	retinol binding protein 5	Approved		CRBPIII	12p13.31	AY007436	NM_031491	83758
HGNC:30316	RBP7	retinol binding protein 7	Approved		CRBPIV	1p36.22	AF399927	NM_052960	116362
HGNC:5724	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	Approved	IGKJRB1, RBPSUH	SUH, IGKJRB, RBPJK, KBF2, RBP-J, CBF1	4p15.2	L07872	NM_015874	3516
HGNC:13761	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	Approved	RBPSUHL	RBP-L, SUH, SUHL	20q13.12	AB024964	NM_014276	11317
HGNC:5725	RBPJP1	RBPJ pseudogene 1	Approved	IGKJRBP1, RBPSUHP1		9p13-p12	L07873	NG_013295	100310842
HGNC:5726	RBPJP2	RBPJ pseudogene 2	Approved	IGKJRBP2, RBPSUHP2		9q21.11		NG_001151	3517
HGNC:13686	RBPJP3	RBPJ pseudogene 3	Approved	RBPSUHP3	K2	9p13	L34543		58164
HGNC:13687	RBPJP4	RBPJ pseudogene 4	Approved	RBPSUHP4	K7	9q13	L34544		58163
HGNC:37485	RBPJP5	RBPJ pseudogene 5	Approved			9p12	BX664615	NG_013296	100288841
HGNC:37486	RBPJP6	RBPJ pseudogene 6	Approved			9p11.1	BX088651	NG_013297	643198
HGNC:37487	RBPJP7	RBPJ pseudogene 7	Approved			9q13	BX005266	NG_013298	100133122
HGNC:19097	RBPMS	RNA binding protein with multiple splicing	Approved		HERMES	8p12	D84110		11030
HGNC:48721	RBPMS-AS1	RBPMS antisense RNA 1	Approved			8p12			100128750
HGNC:19098	RBPMS2	RNA binding protein with multiple splicing 2	Approved			15q22.31	AY369207		348093
HGNC:50509	RBPMS2P1	RBPMS2 pseudogene 1	Approved			6q13			100421512
HGNC:9923	RBPMSLP	RNA binding protein with multiple splicing-like pseudogene	Approved			21q21.1			54032
HGNC:20759	RBSN	rabenosyn, RAB effector	Approved	ZFYVE20		3p25.1	AY009133	NM_022340	64145
HGNC:9928	RBX1	ring-box 1	Approved		ROC1, RNF75, BA554C12.1	22q13.2	AF140598	NM_014248	9978
HGNC:29434	RC3H1	ring finger and CCCH-type domains 1	Approved		KIAA2025, roquin, RP5-1198E17.5, RNF198	1q25.1	AK093501	NM_172071	149041
HGNC:41496	RC3H1-IT1	RC3H1 intronic transcript 1	Approved			1q25.1			106481790
HGNC:21461	RC3H2	ring finger and CCCH-type domains 2	Approved	MNAB	FLJ20301, FLJ20713, RNF164	9q33.2	AK000308	NM_018835	54542
HGNC:9929	RCA1	renal carcinoma associated 1	Approved		HRCA1	3p14.2			
HGNC:3040	RCAN1	regulator of calcineurin 1	Approved	DSCR1		21q22.12			1827
HGNC:3041	RCAN2	regulator of calcineurin 2	Approved	DSCR1L1	ZAKI-4	6p12.3	D83407		10231
HGNC:3042	RCAN3	RCAN family member 3	Approved	DSCR1L2		1p36.11			11123
HGNC:39009	RCAN3AS	RCAN3 antisense	Approved			1p36.11	HQ317424, HQ317425, HQ419072	NR_045408	100750325
HGNC:18243	RCBTB1	RCC1 and BTB domain containing protein 1	Approved		FLJ10716, CLLD7, CLLL7	13q14.2	AF334406	NM_018191	55213
HGNC:1914	RCBTB2	RCC1 and BTB domain containing protein 2	Approved	CHC1L		13q14.2	AF060219	NM_001268	1102
HGNC:45167	RCBTB2P1	RCC1 and BTB domain containing protein 2 pseudogene 1	Approved			10q23.31		NG_022152	100130253
HGNC:1913	RCC1	regulator of chromosome condensation 1	Approved	CHC1		1p35.3	X12654	NM_001269	1104
HGNC:14948	RCC1L	RCC1 like	Approved	WBSCR16		7q11.23	AF410455	NM_030798	81554
HGNC:30297	RCC2	regulator of chromosome condensation 2	Approved		TD-60	1p36.13		NM_018715	55920
HGNC:37710	RCC2P1	regulator of chromosome condensation 2 pseudogene 1	Approved			Yq11.21			650983
HGNC:38419	RCC2P2	regulator of chromosome condensation 2 pseudogene 2	Approved			Yq11.223			100421075
HGNC:42379	RCC2P3	regulator of chromosome condensation 2 pseudogene 3	Approved			7q33			100131932
HGNC:42380	RCC2P4	regulator of chromosome condensation 2 pseudogene 4	Approved			3q21.3			100421090
HGNC:42381	RCC2P5	regulator of chromosome condensation 2 pseudogene 5	Approved			3q11.2			100131442
HGNC:42382	RCC2P6	regulator of chromosome condensation 2 pseudogene 6	Approved			11q12.3			100421131
HGNC:42383	RCC2P7	regulator of chromosome condensation 2 pseudogene 7	Approved			6p12.1			442221
HGNC:42384	RCC2P8	regulator of chromosome condensation 2 pseudogene 8	Approved			4q25			100129714
HGNC:30457	RCCD1	RCC1 domain containing 1	Approved		MGC14386	15q26.1		NM_033544	91433
HGNC:9930	RCD1	retinal cone dystrophy 1	Approved			6q25-q26			5953
HGNC:13721	RCE1	Ras converting CAAX endopeptidase 1	Approved	RCE1A, RCE1B	hRCE1, FACE-2, FACE2	11q13.2	AF121951	NM_005133	9986
HGNC:17479	RCHY1	ring finger and CHY zinc finger domain containing 1	Approved	ZNF363	CHIMP, DKFZp586C1620, PRO1996, RNF199, ARNIP, PIRH2, ZCHY	4q21.1	AF255666	NM_015436	25898
HGNC:17687	RCL1	RNA terminal phosphate cyclase like 1	Approved		RPCL1, RNAC	9p24.1	AJ276894	NM_005772	10171
HGNC:9934	RCN1	reticulocalbin 1	Approved	RCN	Rcal, PIG20, FLJ37041	11p13	D42073	NM_002901	5954
HGNC:39205	RCN1P1	reticulocalbin 1 pseudogene 1	Approved			6q14.3			442234
HGNC:39204	RCN1P2	reticulocalbin 1 pseudogene 2	Approved			13q14.13		NG_006546	728913
HGNC:9935	RCN2	reticulocalbin 2	Approved		ERC-55, E6BP, ERC55, TCBP49	15q24.3	X78669	NM_002902	5955
HGNC:21145	RCN3	reticulocalbin 3	Approved		RLP49	19q13.33	AY195859	NM_020650	57333
HGNC:17441	RCOR1	REST corepressor 1	Approved	RCOR	COREST, KIAA0071	14q32.33	AF155595	NM_015156	23186
HGNC:27455	RCOR2	REST corepressor 2	Approved			11q13.1	BC010608	NM_173587	283248
HGNC:25594	RCOR3	REST corepressor 3	Approved		FLJ10876	1q32.2-q32.3	AK001738	NM_018254	55758
HGNC:28310	RCSD1	RCSD domain containing 1	Approved		MK2S4, MGC21854, CapZIP	1q24.2	BC072399	NM_052862	92241
HGNC:9937	RCVRN	recoverin	Approved	RCV1		17p13.1	BC001720	NM_002903	5957
HGNC:19689	RD3	retinal degeneration 3	Approved	C1orf36	LCA12	1q32.3	AY191519	NM_183059	343035
HGNC:40912	RD3L	retinal degeneration 3-like	Approved	TDRD9-AS1	TDRD9AS1	14q32.33		NM_001257268	647286
HGNC:9940	RDH5	retinol dehydrogenase 5	Approved	RDH1	HSD17B9, SDR9C5	12q13.2	U89717	NM_002905	5959
HGNC:14423	RDH8	retinol dehydrogenase 8 (all-trans)	Approved		PRRDH, SDR28C2	19p13.2	AF229845		50700
HGNC:19975	RDH10	retinol dehydrogenase 10	Approved		SDR16C4	8q21.11	AF456765		157506
HGNC:51658	RDH10-AS1	RDH10 antisense RNA 1	Approved			8q21.11		NR_125388	101926926
HGNC:17964	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	Approved		MDT1, SDR7C1, ARSDR1	14q24.1	AF151840		51109
HGNC:19977	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	Approved		FLJ30273, SDR7C2, LCA13, RP53	14q24.1	AK054835		145226
HGNC:19978	RDH13	retinol dehydrogenase 13	Approved		SDR7C3	19q13.42		NM_138412	112724
HGNC:19979	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	Approved		PAN2, SDR7C4	2p24.2	AF237952		57665
HGNC:29674	RDH16	retinol dehydrogenase 16 (all-trans)	Approved		RODH-4, SDR9C8	12q13.3		NM_003708	8608
HGNC:19950	RDM1	RAD52 motif containing 1	Approved	RAD52B	MGC33977	17q12	AB080728	NM_145654	201299
HGNC:9944	RDX	radixin	Approved	DFNB24		11q23	BC020751	NM_002906	5962
HGNC:9945	RDXP1	radixin pseudogene 1	Approved			11p			643244
HGNC:9946	RDXP2	radixin pseudogene 2	Approved			Xp21.3		NG_000867	5964
HGNC:16879	REC8	REC8 meiotic recombination protein	Approved	REC8L1	Rec8p, kleisin-alpha	14q12	AF006264	NM_005132	9985
HGNC:25065	REC114	REC114 meiotic recombination protein	Approved	C15orf60	LOC283677, FLJ27520, FLJ36860, FLJ44083, CT147	15q24.1		NM_001042367	283677
HGNC:11345	RECK	reversion inducing cysteine rich protein with kazal motifs	Approved	ST15	hRECK	9p13.3	E13833		8434
HGNC:9948	RECQL	RecQ like helicase	Approved		RecQ1, RecQL1	12p12.1	D37984	NM_002907	5965
HGNC:9949	RECQL4	RecQ like helicase 4	Approved		RecQ4	8q24.3	AB006532	NM_004260	9401
HGNC:9950	RECQL5	RecQ like helicase 5	Approved		RecQ5, FLJ90603	17q25	AB006533	NM_004259	9400
HGNC:53638	REELD1	reeler domain containing 1	Approved			4q31.22			345051
HGNC:25786	REEP1	receptor accessory protein 1	Approved	C2orf23	FLJ13110, SPG31, Yip2a	2p11.2	AK023172	NM_022912	65055
HGNC:17975	REEP2	receptor accessory protein 2	Approved	C5orf19	SGC32445, SPG72, Yip2d	5q31.2	AK056193	NM_016606	51308
HGNC:23711	REEP3	receptor accessory protein 3	Approved	C10orf74	Yip2b	10q21.3	BC057832	NM_001001330	221035
HGNC:26176	REEP4	receptor accessory protein 4	Approved	C8orf20	FLJ22246, FLJ22277, PP432, Yip2c	8p21.3	BC013048	NM_025232	80346
HGNC:30077	REEP5	receptor accessory protein 5	Approved	C5orf18	DP1, TB2, D5S346, Yip2e	5q22.2	BC000232	NM_005669	7905
HGNC:30078	REEP6	receptor accessory protein 6	Approved	C19orf32	DP1L1, FLJ25383, Yip2f	19p13.3	BC008201	NM_138393	92840
HGNC:9951	REG1A	regenerating family member 1 alpha	Approved	REG	PSP, PTP, PSPS, PSPS1	2p12		NM_002909	5967
HGNC:9952	REG1B	regenerating family member 1 beta	Approved		REGL, PSPS2, REGH, REGI-BETA	2p12		NM_006507	5968
HGNC:9953	REG1CP	regenerating family member 1 gamma, pseudogene	Approved	REGL, REG1P	RS	2p12		NR_002714	5969
HGNC:8601	REG3A	regenerating family member 3 alpha	Approved	PAP	HIP, REG-III, REG3, PBCGF, PAP1	2p12	S51768	NM_002580	5068
HGNC:29595	REG3G	regenerating family member 3 gamma	Approved		UNQ429, LPPM429, PAP1B	2p12	AY359047	NM_198448	130120
HGNC:22977	REG4	regenerating family member 4	Approved		REG-IV, RELP, GISP	1p12	AY007243	NM_032044	83998
HGNC:9954	REL	REL proto-oncogene, NF-kB subunit	Approved		I-Rel, c-Rel	2p16.1	M11595	NM_002908	5966
HGNC:9955	RELA	RELA proto-oncogene, NF-kB subunit	Approved	NFKB3	p65	11q13.1	Z22951	NM_021975	5970
HGNC:9956	RELB	RELB proto-oncogene, NF-kB subunit	Approved		REL-B	19q13.32	M83221		5971
HGNC:27379	RELL1	RELT like 1	Approved			4p14	AK025431	NM_001085400	768211
HGNC:26902	RELL2	RELT like 2	Approved	C5orf16	FLJ90583	5q31.3	AK054889	NM_173828	285613
HGNC:9957	RELN	reelin	Approved		RL, PRO1598	7q22.1		NM_005045	5649
HGNC:13764	RELT	RELT, TNF receptor	Approved	TNFRSF19L	FLJ14993	11q13.2	AF319553	NM_032871	84957
HGNC:15922	REM1	RRAD and GEM like GTPase 1	Approved	REM	GES	20q11.21	AF152863	NM_014012	28954
HGNC:20248	REM2	RRAD and GEM like GTPase 2	Approved		FLJ38964	14q11.2		NM_173527	161253
HGNC:9958	REN	renin	Approved			1q32.1	BC047752	NM_000537	5972
HGNC:9959	RENBP	renin binding protein	Approved		RNBP, RBP	Xq28		NM_002910	5973
HGNC:9961	RENS2	Renpenning syndrome 2	Approved		MRXS9	Xq12-q21.31			5975
HGNC:33748	REP15	RAB15 effector protein	Approved		RAB15EP	12p11.22	BC140921	NM_001029874	387849
HGNC:17922	REPIN1	replication initiator 1	Approved	ZNF464	RIP60, AP4, H_DJ0584D14.12, Zfp464	7q36.1	AF201303	NM_014374	29803
HGNC:15578	REPS1	RALBP1 associated Eps domain containing 1	Approved			6q24.1			85021
HGNC:9963	REPS2	RALBP1 associated Eps domain containing 2	Approved		POB1	Xp22.2	AF010233	NM_004726	9185
HGNC:30309	RER1	retention in endoplasmic reticulum sorting receptor 1	Approved			1p36.32	AF157324		11079
HGNC:9965	RERE	arginine-glutamic acid dipeptide repeats	Approved	ATN1L	KIAA0458, ARP, ARG, DNB1	1p36.23	AF016005		473
HGNC:38795	REREP1Y	arginine-glutamic acid dipeptide repeats pseudogene 1, Y-linked	Approved			Yq11.223			105377240
HGNC:38796	REREP2Y	arginine-glutamic acid dipeptide repeats pseudogene 2, Y-linked	Approved			Yq11.23			105377243
HGNC:38797	REREP3	arginine-glutamic acid dipeptide repeats pseudogene 3	Approved			15q11.2		NR_033735	646396
HGNC:15980	RERG	RAS like estrogen regulated growth inhibitor	Approved		MGC15754	12p12.3	AF339750	NM_032918	85004
HGNC:39990	RERG-AS1	RERG antisense RNA 1	Approved			12p12.3	BF508473, AW197661		100873980
HGNC:39991	RERG-IT1	RERG intronic transcript 1	Approved			12p12.3			100874290
HGNC:26213	RERGL	RERG like	Approved		FLJ22655	12p12.3	AK026308	NM_024730	79785
HGNC:33762	RESP18	regulated endocrine specific protein 18	Approved			2q35	AF437883	NM_001007089	389075
HGNC:9966	REST	RE1 silencing transcription factor	Approved		NRSF, XBR	4q12	U13879	NM_005612	5978
HGNC:9967	RET	ret proto-oncogene	Approved	HSCR1, MEN2A, MTC1, MEN2B	PTC, CDHF12, RET51, CDHR16	10q11.21	BC004257	NM_020975	5979
HGNC:20389	RETN	resistin	Approved		FIZZ3, ADSF, RETN1	19p13.2	AF205952	NM_020415	56729
HGNC:20388	RETNLB	resistin like beta	Approved		HXCP2, FIZZ2, RELMb	3q13.13	AF290873		84666
HGNC:25964	RETREG1	reticulophagy regulator 1	Approved	FAM134B	FLJ20152, JK1	5p15.1	BC053326	NM_001034850	54463
HGNC:28450	RETREG2	reticulophagy regulator family member 2	Approved	C2orf17, FAM134A	MGC3035, MAG-2	2q35	AK074983	NM_024293	79137
HGNC:27258	RETREG3	reticulophagy regulator family member 3	Approved	FAM134C	DKFZp686B1036, FLJ33806	17q21.2	BC049370	NM_178126	162427
HGNC:25991	RETSAT	retinol saturase	Approved		FLJ20296	2p11.2	AK075261	NM_017750	54884
HGNC:14060	REV1	REV1, DNA directed polymerase	Approved	REV1L		2q11.2	AF206019	NM_016316	51455
HGNC:9968	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	Approved		POLZ, REV3	6q21	AF058701	NM_002912	5980
HGNC:41377	REV3L-IT1	REV3L intronic transcript 1	Approved			6q21			106478974
HGNC:26098	REX1BD	required for excision 1-B domain containing	Approved	C19orf60	FLJ20850, FLJ30108, FLJ34606, FLJ37391	19p13.11	AK000857	NM_017967	55049
HGNC:24616	REXO1	RNA exonuclease 1 homolog	Approved	TCEB3BP1	EloA-BP1, KIAA1138	19p13.3	AB032964	NM_020695	57455
HGNC:24660	REXO1L1P	REXO1 like 1, pseudogene	Approved	REXO1L1	GOR	8q21.2	AF495523	NM_172239	254958
HGNC:32239	REXO1L2P	REXO1 like 2, pseudogene	Approved			8q21.2		NR_003594	100288527
HGNC:32240	REXO1L3P	REXO1 like 3, pseudogene	Approved			8q21.2		XM_496981	441359
HGNC:32241	REXO1L4P	REXO1 like 4, pseudogene	Approved			8q21.2			653042
HGNC:32242	REXO1L5P	REXO1 like 5, pseudogene	Approved			8q21.2			107986879
HGNC:32243	REXO1L6P	REXO1 like 6, pseudogene	Approved	REXO1L7P		8q21.2		NG_016769	441362
HGNC:35429	REXO1L8P	REXO1 like 8, pseudogene	Approved	REXO1L8		8q21.2		NG_009604.1	392242
HGNC:44432	REXO1L9P	REXO1 like 9, pseudogene	Approved			8q21.2			100506246
HGNC:44433	REXO1L10P	REXO1 like 10, pseudogene	Approved			8q21.2			100288500
HGNC:44434	REXO1L11P	REXO1 like 11, pseudogene	Approved			8q21.2			100288470
HGNC:44435	REXO1L12P	REXO1 like 12, pseudogene	Approved			8q21.2			100289448
HGNC:17851	REXO2	RNA exonuclease 2	Approved		DKFZP566E144, SFN, CGI-114	11q23.2	AF151872	NM_015523	25996
HGNC:12820	REXO4	REX4 homolog, 3'-5' exonuclease	Approved	XPMC2H	hPMC2	9q34.2	AF273304		57109
HGNC:24661	REXO5	RNA exonuclease 5	Approved		NEF-sp	16p12.3	AF332193	NM_030941	81691
HGNC:9969	RFC1	replication factor C subunit 1	Approved		A1, PO-GA, RFC140, MHCBFB	4p14	L23320	NM_002913	5981
HGNC:9970	RFC2	replication factor C subunit 2	Approved		A1, RFC40	7q11.23		NM_181471	5982
HGNC:9971	RFC3	replication factor C subunit 3	Approved		RFC38, MGC5276	13q13.2		NM_002915	5983
HGNC:44531	RFC3P1	replication factor C 3 pseudogene 1	Approved			3p22.3			100131711
HGNC:9972	RFC4	replication factor C subunit 4	Approved		A1, RFC37	3q27.3		NM_002916	5984
HGNC:9973	RFC5	replication factor C subunit 5	Approved		RFC36	12q24.23		NM_007370	5985
HGNC:50450	RFC5P1	replication factor C 5 pseudogene 1	Approved			9q21.2			100421549
HGNC:29587	RFESD	Rieske Fe-S domain containing	Approved			5q15	BC035110	NM_173362	317671
HGNC:39420	RFESDP1	Rieske (Fe-S) domain containing pseudogene 1	Approved			13q12.12			100129167
HGNC:24821	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase	Approved		rififylin, fring, RNF189, RNF34L, CARP2, CARP-2	17q12	AF434816	NM_057178	117584
HGNC:30324	RFK	riboflavin kinase	Approved		FLJ11149, RIFK	9q21.13	AK002011	NM_018339	55312
HGNC:39181	RFKP1	riboflavin kinase pseudogene 1	Approved			1q43		NG_016107	100313962
HGNC:39182	RFKP2	riboflavin kinase pseudogene 2	Approved			3q13.2		NG_016114	100132753
HGNC:27051	RFLNA	refilin A	Approved	FAM101A	FLJ44614, Cfm2, RefilinA	12q24.31		NM_181709	144347
